run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,test accuracy
517,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.966667
487,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.966667
527,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.965
477,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.963333
497,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.961667
537,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,0.96
447,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.958333
467,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.956667
457,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.956667
491,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.956667
437,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.955
461,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.953333
481,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.953333
547,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,0.953333
501,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.951667
511,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.951667
507,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.951667
471,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.951667
441,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.95
431,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.95
521,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.95
557,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,0.948333
451,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.948333
427,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.946667
416,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,0.945
541,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,0.945
571,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,0.943333
531,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,0.943333
551,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,0.943333
561,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,0.943333
567,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,0.943333
426,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.943333
456,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.943333
446,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.943333
411,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,0.941667
433,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.941667
401,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.338983050847457,0.941667
391,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.83050847457627,0.94
480,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.94
581,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,29.491525423728813,0.94
500,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.94
591,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,0.94
381,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.322033898305083,0.938333
423,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.938333
483,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.938333
496,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.938333
443,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.938333
460,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.936667
417,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,0.936667
490,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.936667
597,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,0.936667
434,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.935
450,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.935
485,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.935
523,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.935
486,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.935
436,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.935
452,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.935
438,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.935
413,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,0.935
513,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.935
510,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.935
470,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.933333
463,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.933333
533,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,0.933333
466,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.933333
543,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,0.931667
453,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.931667
505,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.931667
476,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.931667
406,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.338983050847457,0.931667
430,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.931667
506,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.931667
473,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.931667
493,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.931667
577,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,0.93
442,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.93
502,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.93
587,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,29.491525423728813,0.93
503,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.93
553,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,0.93
465,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.93
495,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.93
482,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.93
522,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.93
515,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.928333
472,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.928333
492,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.926667
455,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.926667
468,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.926667
462,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.926667
396,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.83050847457627,0.926667
478,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.926667
498,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,0.925
448,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.925
520,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.925
518,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.925
508,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,0.925
421,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.925
563,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,0.923333
454,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,0.923333
516,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.921667
440,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.921667
488,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,0.921667
445,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.921667
444,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,0.92
530,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,0.92
435,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.92
424,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.92
528,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.92
425,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.92
525,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.92
548,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,0.918333
403,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.338983050847457,0.918333
405,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.338983050847457,0.918333
526,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,0.918333
512,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,0.916667
536,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,0.916667
573,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,0.916667
428,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.916667
432,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,0.916667
538,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,0.916667
422,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,0.916667
546,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,0.916667
540,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,0.915
475,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,0.913333
535,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,0.913333
464,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,0.913333
566,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,0.911667
