id			last val		val acc		test acc
0.28_0.34_6.10e+00_7.32e-04_11.7__233			0.125692		0.588333		0.563333
0.28_0.34_6.10e+00_7.32e-04_11.7__231			0.133503		0.553333		0.610000
0.28_0.34_6.10e+00_7.32e-04_11.7__237			0.133625		0.596667		0.585000
0.28_0.34_6.10e+00_7.32e-04_11.7__232			0.129124		0.585000		0.563333
0.28_0.34_6.10e+00_7.32e-04_10.2__203			0.128247		0.583333		0.561667
0.28_0.34_6.10e+00_7.32e-04_9.7__192			0.132863		0.586667		0.583333
0.28_0.34_6.10e+00_7.32e-04_10.7__218			0.132734		0.673333		0.640000
0.28_0.34_6.10e+00_7.32e-04_11.2__226			0.124709		0.606667		0.610000
0.28_0.34_6.10e+00_7.32e-04_11.7__235			0.142442		0.576667		0.585000
0.28_0.34_6.10e+00_7.32e-04_9.7__197			0.135666		0.598333		0.586667
0.28_0.34_6.10e+00_7.32e-04_10.2__206			0.121298		0.605000		0.611667
0.28_0.34_6.10e+00_7.32e-04_9.2__183			0.129271		0.581667		0.558333
0.28_0.34_6.10e+00_7.32e-04_9.7__198			0.135032		0.668333		0.633333
0.28_0.34_6.10e+00_7.32e-04_10.7__215			0.146374		0.575000		0.585000
0.28_0.34_6.10e+00_7.32e-04_11.7__238			0.115452		0.705000		0.656667
0.28_0.34_6.10e+00_7.32e-04_11.2__222			0.128357		0.608333		0.583333
0.28_0.34_6.10e+00_7.32e-04_10.7__212			0.131287		0.588333		0.580000
0.28_0.34_6.10e+00_7.32e-04_9.2__184			0.153365		0.580000		0.591667
0.28_0.34_6.10e+00_7.32e-04_11.2__227			0.134864		0.595000		0.588333
0.28_0.34_6.10e+00_7.32e-04_7.1__149			0.141431		0.635000		0.650000
0.28_0.34_6.10e+00_7.32e-04_7.6__153			0.130154		0.580000		0.556667
0.28_0.34_6.10e+00_7.32e-04_7.6__157			0.136287		0.596667		0.586667
0.28_0.34_6.10e+00_7.32e-04_9.7__199			0.144790		0.631667		0.641667
0.28_0.34_6.10e+00_7.32e-04_8.1__166			0.129063		0.583333		0.601667
0.28_0.34_6.10e+00_7.32e-04_9.7__191			0.137023		0.548333		0.605000
0.28_0.34_6.10e+00_7.32e-04_8.6__179			0.145217		0.633333		0.636667
0.28_0.34_6.10e+00_7.32e-04_11.7__230			0.121326		0.575000		0.613333
