id			last val		val acc		test acc
0.4_0.1_9.74e-01_9.74e-03_2.0			0.119048		0.606667		0.590000
0.4_0.1_1.35e+00_3.56e-04_2.0			0.141988		0.710000		0.730000
0.4_0.1_5.00e+00_7.19e-04_2.0			0.172144		0.326667		0.330000
0.4_0.1_2.60e+00_3.74e-04_2.0			0.143263		0.541667		0.521667
0.4_0.1_1.35e+00_4.82e-04_2.0			0.148510		0.701667		0.715000
0.4_0.1_1.87e+00_9.06e-04_2.0			0.138009		0.701667		0.696667
0.4_0.1_3.61e+00_1.14e-04_2.0			0.175087		0.391667		0.378333
0.4_0.1_1.87e+00_1.09e-04_2.0			0.124193		0.676667		0.675000
0.4_0.1_9.74e-01_1.04e-04_2.0			0.114739		0.720000		0.726667
0.4_0.1_1.87e+00_5.58e-03_2.0			0.112632		0.613333		0.606667
0.4_0.1_7.03e-01_8.43e-04_2.0			0.124526		0.710000		0.730000
0.4_0.1_9.74e-01_2.90e-03_2.0			0.124335		0.745000		0.771667
0.4_0.1_1.87e+00_1.38e-02_2.0			0.115278		0.611667		0.596667
0.4_0.1_5.00e+00_3.27e-03_2.0			0.134671		0.581667		0.558333
0.4_0.1_5.00e+00_5.31e-04_2.0			0.169291		0.435000		0.406667
0.4_0.1_9.74e-01_7.65e-05_2.0			0.115297		0.695000		0.706667
0.4_0.1_5.00e+00_2.90e-04_2.0			0.175486		0.326667		0.330000
0.4_0.1_1.35e+00_1.62e-03_2.0			0.149913		0.706667		0.728333
0.4_0.1_5.00e+00_4.43e-03_2.0			0.123414		0.575000		0.560000
0.4_0.1_5.07e-01_8.23e-04_2.0			0.120726		0.715000		0.728333
0.4_0.1_2.60e+00_7.74e-03_2.0			0.115165		0.613333		0.601667
0.4_0.1_3.61e+00_3.61e-02_2.0			0.136103		0.590000		0.578333
0.4_0.1_9.74e-01_4.71e-04_2.0			0.128289		0.706667		0.711667
0.4_0.1_5.07e-01_7.29e-05_2.0			0.110336		0.675000		0.670000
0.4_0.1_2.60e+00_1.05e-02_2.0			0.117897		0.608333		0.598333
0.4_0.1_3.61e+00_2.36e-03_2.0			0.144899		0.711667		0.698333
0.4_0.1_5.00e+00_8.12e-03_2.0			0.123372		0.630000		0.600000
0.4_0.1_1.87e+00_7.55e-03_2.0			0.112859		0.613333		0.593333
0.4_0.1_3.61e+00_1.07e-02_2.0			0.116454		0.625000		0.606667
0.4_0.1_1.35e+00_1.35e-02_2.0			0.124421		0.613333		0.593333
0.4_0.1_2.60e+00_1.70e-03_2.0			0.145171		0.706667		0.708333
0.4_0.1_9.74e-01_5.65e-05_2.0			0.116663		0.666667		0.670000
0.4_0.1_7.03e-01_1.37e-04_2.0			0.113642		0.718333		0.725000
0.4_0.1_1.35e+00_2.19e-03_2.0			0.145871		0.706667		0.731667
0.4_0.1_3.65e-01_1.47e-03_2.0			0.118155		0.716667		0.728333
0.4_0.1_5.07e-01_9.86e-05_2.0			0.110586		0.701667		0.700000
