ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy
,,,,,,,,,mean,std,sem,min,max,size
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0.0,0.6355000000000001,0.04797140480652099,0.015169890174655533,0.571667,0.705,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0.5084745762711864,0.6141665999999999,0.04564533294677806,0.014434321666854396,0.548333,0.685,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,1.0169491525423728,0.5861666000000001,0.04257915707688183,0.013464711721302374,0.521667,0.638333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,1.5254237288135593,0.6050001,0.046161434388097854,0.014597527272681024,0.553333,0.686667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,2.0338983050847457,0.5874999,0.040637154593220946,0.012850596614295143,0.541667,0.668333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,2.542372881355932,0.5275000000000001,0.1069678941105435,0.03382621819010284,0.331667,0.656667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,3.0508474576271185,0.5421667,0.08658490138721259,0.027380549936466447,0.341667,0.62,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,3.559322033898305,0.4955,0.12256024066827986,0.03875695110901615,0.331667,0.685,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,4.067796610169491,0.46266670000000004,0.11339366988706008,0.03585822690883579,0.315,0.628333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,4.576271186440678,0.42716659999999995,0.08987640251194358,0.028421413983982038,0.331667,0.598333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,5.084745762711864,0.4288334,0.11028320300148457,0.0348746109143409,0.32,0.616667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,5.59322033898305,0.44800019999999996,0.12870391046100954,0.04069975008271618,0.325,0.646667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,6.101694915254237,0.5205,0.1276982298285036,0.04038172594297243,0.328333,0.683333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,6.610169491525424,0.5725002,0.07784232718315204,0.024615905226679943,0.395,0.675,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,7.11864406779661,0.5898333000000001,0.043036359736209666,0.013609291896878574,0.511667,0.665,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,7.627118644067796,0.5966667999999999,0.04256431879664263,0.013460019445090801,0.511667,0.665,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,8.135593220338983,0.6051667,0.04364878330504885,0.013802957233908649,0.53,0.688333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,8.64406779661017,0.5993335,0.037269397965653005,0.011785618459470933,0.536667,0.675,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,9.152542372881356,0.6123333,0.052229250591449644,0.01651633923526773,0.54,0.698333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,9.661016949152541,0.6471667,0.07551483028304963,0.023879886081549444,0.536667,0.748333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,10.169491525423728,0.7088333,0.059969225956225974,0.01896393435389631,0.591667,0.798333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,10.677966101694915,0.7671668,0.03482808714816248,0.011013608193503166,0.716667,0.82,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,11.1864406779661,0.7831667,0.029000445081067305,0.00917074596147991,0.733333,0.816667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,11.694915254237287,0.7968333,0.029475210552635887,0.009320879985935972,0.736667,0.833333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,12.203389830508474,0.8140001,0.031113031290763055,0.009838804379089976,0.761667,0.87,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,12.711864406779661,0.8346667000000002,0.031297122892439175,0.009897019255030478,0.783333,0.878333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,13.220338983050848,0.8493334000000001,0.026622755050687136,0.008418854354892282,0.81,0.881667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,13.728813559322033,0.8573333999999999,0.02058112883849349,0.006508324394701515,0.83,0.885,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,14.23728813559322,0.8673333,0.025654454527863666,0.008112650843726879,0.843333,0.93,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,14.745762711864407,0.8858332999999998,0.028122897179858445,0.008893240949107867,0.851667,0.933333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,15.254237288135592,0.8991667000000001,0.027275973012688085,0.008625420011737913,0.861667,0.943333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,15.762711864406779,0.9291666,0.018662731068451146,0.005901673753549341,0.895,0.953333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,16.271186440677965,0.9441667,0.026658161839815113,0.00843005096472005,0.873333,0.971667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,16.779661016949152,0.9488331999999998,0.014251896994981262,0.00450684554822501,0.92,0.963333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,17.28813559322034,0.953,0.01059341165274177,0.003349930901443269,0.94,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,17.796610169491526,0.9555000000000001,0.01305364525504064,0.004127925077377798,0.926667,0.968333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,18.305084745762713,0.9586665,0.008670896406946627,0.002741978200132158,0.948333,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,18.813559322033896,0.9606665999999999,0.009787802944935526,0.0030951750594899884,0.95,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.322033898305083,0.9631665,0.007003116595884668,0.0022145799162720512,0.953333,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.83050847457627,0.9669999,0.005317123521646328,0.0016814220928858,0.958333,0.973333,10
