ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,tau_0,tau_w,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,3,30,0.9458333,0.01429949710110262,0.004521898023445932,0.918333,0.965,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,3,30,0.9491665000000001,0.020805568166291928,0.0065792983419375355,0.898333,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,3,30,0.9495000000000001,0.017357027964999612,0.00548877417806361,0.91,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,3,30,0.9518333999999999,0.014217211792596848,0.004495877124161145,0.92,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,3,30,0.9518333,0.013343672383484901,0.0042196397082900055,0.925,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,3,30,0.9516668000000001,0.015376023505589613,0.004862325563394992,0.92,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,3,30,0.9530000000000001,0.013940074573369817,0.004408238640444862,0.928333,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,3,30,0.9523332,0.014660805228757231,0.004636153685497875,0.923333,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,3,30,0.9523334,0.0166703781080894,0.005271636427777112,0.916667,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,3,30,0.9513332999999999,0.016588802562438186,0.005245839975214224,0.92,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,3,30,0.9508335000000001,0.016428853346407916,0.005195259591952827,0.916667,0.971667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,3,30,0.9528333,0.014845981708866567,0.0046947116301217125,0.923333,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,3,30,0.9511666,0.014208376075791028,0.004493083025174483,0.921667,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.9511665999999999,0.016741419030522918,0.005294101539974038,0.915,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,3,30,0.9505001,0.018002935633760757,0.00569302811720909,0.908333,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,3,30,0.9499999000000001,0.018325041897481263,0.0057948870614054565,0.908333,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,3,30,0.9486667000000001,0.01699285180467229,0.005373611564446711,0.911667,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,29.491525423728813,3,30,0.9483333999999999,0.01697833768986555,0.005369021798345664,0.911667,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,3,30,0.9468332,0.018566724516965488,0.00587131381625005,0.903333,0.973333,10
