run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,test accuracy
2994,0.8919191919191919,0.6494949494949495,3.6406987850515415,0.00022593189327190557,6.2057288067765e-05,0.00045186378654381114,2.0,0.835
1321,0.8595959595959596,0.5121212121212121,3.002153727890816,0.000319491974932478,0.00010642092440647246,0.000638983949864956,2.0,0.835
4480,0.8515151515151514,0.7545454545454545,2.4602510921526877,0.0003598691337121996,0.000146273335620113,0.0007197382674243992,2.0,0.833333
3229,0.8676767676767676,0.5767676767676768,2.569751540043427,0.00013019545980245406,5.066461008921269e-05,0.0002603909196049081,2.0,0.833333
3774,0.8919191919191919,0.8515151515151514,2.269121242405292,0.0004583138765907636,0.00020197857568198785,0.0009166277531815272,2.0,0.83
587,0.8515151515151514,0.5606060606060607,1.758284561263677,4.049967378833755e-05,2.3033628731421314e-05,8.09993475766751e-05,2.0,0.83
2134,0.8757575757575757,0.23737373737373738,2.4449937967056257,0.0008746439877001917,0.0003577285099367873,0.0017492879754003835,2.0,0.826667
3006,0.8515151515151514,0.6737373737373737,2.821085249363766,0.0001221948342933379,4.331483223376403e-05,0.0002443896685866758,2.0,0.825
1386,0.8353535353535353,0.6898989898989899,2.910211607095818,0.001168229508954835,0.0004014242490499322,0.00233645901790967,2.0,0.825
4223,0.9,0.8515151515151514,2.2133546879664685,0.0009134118265234375,0.0004126820845702952,0.001826823653046875,2.0,0.825
4481,0.9,0.8595959595959596,2.9835358126097176,0.001019212611211429,0.00034161232685855285,0.002038425222422858,2.0,0.825
832,0.8434343434343434,0.4232323232323232,2.2133546879664685,0.0020091343218776423,0.0009077326525210224,0.0040182686437552845,2.0,0.821667
915,0.8838383838383839,0.6171717171717171,2.569751540043427,0.0006357473058266043,0.0002473964100886814,0.0012714946116532085,2.0,0.821667
2301,0.8676767676767676,0.38282828282828285,3.9473576795867773,0.0007337966925379071,0.00018589566796356884,0.0014675933850758142,2.0,0.821667
2443,0.6818181818181818,0.6252525252525253,2.003661105947979,0.0008819986321506935,0.00044019351852088743,0.001763997264301387,2.0,0.821667
4547,0.8757575757575757,0.6737373737373737,2.8035902338069474,0.0006872328770437684,0.000245126006203334,0.0013744657540875368,2.0,0.82
2065,0.8515151515151514,0.3909090909090909,1.477210397570729,0.0004774763500470815,0.0003232283978181381,0.000954952700094163,2.0,0.82
4047,0.7303030303030302,0.2292929292929293,3.002153727890816,0.0018933579463174986,0.0006306665540567406,0.003786715892634997,2.0,0.82
4398,0.7545454545454545,0.7464646464646464,1.5238798069298,0.0006801432054517973,0.0004463233926710397,0.0013602864109035946,2.0,0.82
3667,0.7545454545454545,0.35858585858585856,1.8828145734845285,0.0012842257835123702,0.0006820776732865685,0.0025684515670247403,2.0,0.82
4325,0.7626262626262627,0.7868686868686868,2.0928397223999218,0.0005651547747575441,0.00027004207188377727,0.0011303095495150883,2.0,0.818333
3804,0.7545454545454545,0.3909090909090909,3.709281247122744,0.0007187486652194257,0.00019377033374779888,0.0014374973304388514,2.0,0.818333
867,0.8757575757575757,0.5363636363636364,2.910211607095818,0.001189970458897716,0.0004088948226294861,0.002379940917795432,2.0,0.818333
4689,0.8757575757575757,0.7707070707070707,2.0798609357753155,0.000533880068388729,0.0002566902715491952,0.001067760136777458,2.0,0.818333
4144,0.9,0.5606060606060607,3.194843901977579,0.00025430245016947383,7.95977700231498e-05,0.0005086049003389477,2.0,0.818333
2603,0.8353535353535353,0.5121212121212121,1.7473805250387666,0.0015287252293754111,0.0008748668120479914,0.0030574504587508222,2.0,0.818333
2112,0.7787878787878788,0.407070707070707,3.2753395574420296,0.0007355423478859697,0.0002245697995539774,0.0014710846957719393,2.0,0.818333
3025,0.8757575757575757,0.794949494949495,2.14556984330891,8.436013207297095e-05,3.93182875570577e-05,0.0001687202641459419,2.0,0.816667
