ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy
,,,,,,,,,mean,std,sem,min,max,size
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,0.9638332000000001,0.011916557629337984,0.0037683463977364567,0.945,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.514285714285712,0.9645001000000001,0.009908712344307007,0.0031334099687436697,0.948333,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,31.02857142857143,0.9639998999999999,0.012427544080701422,0.003929934501715989,0.943333,0.983333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,31.542857142857144,0.9633332999999998,0.013240449623533629,0.004186997805508522,0.94,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,32.05714285714286,0.9631666000000001,0.011744359300437698,0.003713892504876487,0.941667,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,32.57142857142857,0.9630002000000001,0.011595120303146658,0.003666698990160548,0.945,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,33.08571428571429,0.9609998999999998,0.012600160690774326,0.003984520666696742,0.94,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,33.6,0.9589997999999997,0.014037051501096695,0.004438905437655109,0.933333,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,34.114285714285714,0.959,0.013384323798965547,0.004232494814592872,0.933333,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,34.628571428571426,0.9613334,0.013047834125929737,0.004126087437001022,0.936667,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,35.14285714285714,0.9596667,0.01295286898335651,0.004096056822115619,0.935,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,35.65714285714286,0.9595,0.013357658369306821,0.004224062465342014,0.935,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,36.17142857142857,0.9593335,0.012890727841273184,0.004076406067576875,0.931667,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,36.68571428571428,0.9574999999999999,0.012771805371381338,0.004038799480593771,0.933333,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,37.2,0.9575000000000001,0.01434267568404789,0.004535552290270487,0.928333,0.978333,10
