ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,37.714285714285715,0.9553333,0.01435441688161204,0.0045392651829465605,0.928333,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,38.22857142857143,0.9545,0.014866641756331886,0.004701244910777472,0.921667,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,38.74285714285714,0.9546667000000001,0.013024213919977407,0.0041186180720398586,0.925,0.971667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,39.25714285714285,0.9526665999999999,0.01370303291813732,0.004333279487357756,0.921667,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,39.77142857142857,0.9520001,0.014006230537791974,0.00442915899328277,0.92,0.97,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,40.285714285714285,0.9481667,0.01646993932424903,0.00520825211894014,0.911667,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,40.8,0.9426667,0.01832827001019647,0.005795907880277836,0.91,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,41.31428571428572,0.9400001,0.018559154676930287,0.005868920022646614,0.911667,0.971667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,41.82857142857143,0.9369999,0.020858061177875583,0.00659589808972213,0.9,0.968333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,42.34285714285714,0.9323334000000001,0.024421787987141504,0.007722847457310607,0.883333,0.963333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,42.857142857142854,0.9271667000000001,0.027600053007396687,0.008727903104475363,0.873333,0.965,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,43.37142857142857,0.9210000000000003,0.030012392503393884,0.009490751834168741,0.863333,0.961667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,43.885714285714286,0.9151667,0.02943334570800043,0.00930764115964226,0.856667,0.95,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,44.4,0.9094998999999999,0.031652613062045164,0.010009435117205926,0.843333,0.948333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,44.91428571428571,0.9036666999999999,0.02740635638780825,0.008666650855177899,0.856667,0.945,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,45.42857142857143,0.8938333999999999,0.02478360519554992,0.00783726410483205,0.856667,0.94,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,45.94285714285714,0.8846667000000001,0.019966064420800483,0.006313823947938007,0.853333,0.92,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,46.457142857142856,0.8786666999999999,0.018967098870588166,0.005997923303666585,0.845,0.905,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,46.97142857142857,0.8718332,0.017399511843727154,0.0055022087601253504,0.835,0.895,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,47.48571428571428,0.8636667000000001,0.01922566379174811,0.006079688711055313,0.82,0.888333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,48.0,0.8574999999999999,0.0184131629004905,0.00582275336932623,0.818333,0.883333,10
