ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,test accuracy
0.3,0.1,0.9743494403440246,0.003273637066898222,0.003359818286283781,0.004910455600347333,1.5,0.775
0.3,0.1,1.8742039366662613,0.004120236156835872,0.002198392648862289,0.008240472313671744,2.0,0.775
0.3,0.2,0.9743494403440246,0.0009170625331066571,0.000941204967268067,0.0013755937996599856,1.5,0.771667
0.3,0.1,0.7025280792430622,0.0023603666872686613,0.003359818286283781,0.0035405500309029924,1.5000000000000002,0.765
0.3,0.1,1.3513436116626072,0.004540268977516796,0.0033598182862837806,0.006810403466275195,1.5000000000000002,0.765
0.3,0.1,0.9743494403440246,0.003273637066898222,0.003359818286283781,0.006547274133796444,2.0,0.765
0.3,0.2,1.8742039366662613,0.00032333964042795385,0.0001725210549942041,0.0004850094606419308,1.5,0.763333
0.3,0.2,0.9743494403440246,0.0009170625331066571,0.000941204967268067,0.0018341250662133142,2.0,0.761667
0.3,0.3,0.013869188565300271,1.9950132742396706e-05,0.0014384498882876629,2.992519911359506e-05,1.5,0.758333
0.3,0.1,1.8742039366662613,0.0026959484433258817,0.0014384498882876629,0.0053918968866517635,2.0,0.758333
0.3,0.3,0.7025280792430622,5.189012773910859e-05,7.386199822079358e-05,7.78351916086629e-05,1.5000000000000002,0.756667
0.3,0.1,0.7025280792430622,0.0023603666872686613,0.003359818286283781,0.0047207333745373226,2.0,0.755
0.3,0.3,1.3513436116626072,0.00035630213481837415,0.00026366508987303583,0.0005344532022275612,1.5,0.755
0.3,0.3,0.01923543914598558,1.8104490871784255e-05,0.000941204967268067,2.7156736307676382e-05,1.5,0.751667
0.3,0.3,0.013869188565300271,8.541314966877566e-06,0.0006158482110660267,1.2811972450316349e-05,1.5,0.751667
0.3,0.2,1.8742039366662613,9.057896878764592e-05,4.8329302385717524e-05,0.00013586845318146887,1.5,0.751667
0.3,0.3,0.01923543914598558,1.8104490871784255e-05,0.000941204967268067,3.620898174356851e-05,2.0,0.75
0.3,0.3,0.01923543914598558,2.76692152907071e-05,0.0014384498882876629,4.150382293606065e-05,1.5000000000000002,0.75
0.3,0.2,1.3513436116626072,0.0019438400672343243,0.0014384498882876629,0.0029157601008514868,1.5000000000000002,0.748333
0.3,0.2,1.3513436116626072,0.0012718913197828157,0.000941204967268067,0.0019078369796742237,1.5,0.748333
0.3,0.3,0.026677993265203273,7.034055491902065e-06,0.00026366508987303583,1.0551083237853099e-05,1.5000000000000002,0.748333
0.3,0.2,0.013869188565300271,1.3053749169638091e-05,0.000941204967268067,1.958062375445714e-05,1.5000000000000002,0.748333
0.3,0.3,0.9743494403440246,0.000600051359789052,0.0006158482110660269,0.0009000770396835779,1.5,0.746667
0.3,0.1,1.3513436116626072,0.0019438400672343243,0.0014384498882876629,0.0029157601008514868,1.5000000000000002,0.746667
0.3,0.3,0.0711715324658232,1.2278587866558065e-05,0.0001725210549942041,1.8417881799837098e-05,1.5,0.746667
0.3,0.1,1.8742039366662613,0.0017640100548636508,0.000941204967268067,0.0026460150822954762,1.5,0.745
0.3,0.1,1.8742039366662613,0.0026959484433258817,0.0014384498882876629,0.006739871108314704,2.5,0.745
0.3,0.3,0.9743494403440246,4.7089628731741e-05,4.8329302385717524e-05,7.06344430976115e-05,1.5,0.745
0.3,0.3,0.7025280792430622,0.00018523212915195323,0.00026366508987303583,0.0002778481937279299,1.5000000000000002,0.745
0.3,0.2,0.013869188565300271,4.659795335761377e-05,0.003359818286283781,6.989693003642066e-05,1.5000000000000002,0.745
