run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,test accuracy
2784,0.2368686868686869,0.3939393939393939,5.204757249333727,0.00031201699977089024,5.9948425031894096e-05,0.0006240339995417805,2.0,0,20,0.985
1167,0.23939393939393944,0.35555555555555557,1.649270129844517,0.0014970963496874542,0.0009077326525210223,0.0029941926993749084,2.0,0,20,0.983333
714,0.2368686868686869,0.3717171717171717,4.7885670639717555,0.00018762843977017068,3.9182585784764396e-05,0.00037525687954034136,2.0,0,20,0.983333
2737,0.2545454545454546,0.2363636363636364,3.2982304785680348,0.0006723421056476005,0.00020384933982524645,0.001344684211295201,2.0,0,20,0.983333
3237,0.2873737373737374,0.26262626262626265,2.3221025857801565,0.0004968344850653006,0.00021395888713434216,0.0009936689701306011,2.0,0,20,0.983333
4874,0.2696969696969697,0.38383838383838387,2.5128774653879606,0.0002711467134705822,0.00010790287915161838,0.0005422934269411644,2.0,0,20,0.983333
2764,0.246969696969697,0.3878787878787879,2.0809254778480337,0.0003593302377554413,0.0001726780903884356,0.0007186604755108826,2.0,0,20,0.983333
704,0.2090909090909091,0.2484848484848485,2.8915529611767172,0.0017394439155139802,0.0006015604551839554,0.0034788878310279604,2.0,0,20,0.983333
2917,0.2090909090909091,0.35151515151515156,4.894750382670448,0.0007672302968922701,0.0001567455410205595,0.0015344605937845403,2.0,0,20,0.981667
3694,0.27222222222222225,0.37777777777777777,1.5923987706266873,0.0004949306232675818,0.00031080821738690636,0.0009898612465351637,2.0,0,20,0.981667
3234,0.2873737373737374,0.26262626262626265,2.3221025857801565,0.0004968344850653006,0.00021395888713434216,0.0009936689701306011,2.0,0,20,0.981667
84,0.21414141414141413,0.38181818181818183,2.5912318707650854,0.00038697280972055327,0.00014933932161242518,0.0007739456194411065,2.0,0,20,0.981667
3827,0.15353535353535355,0.2484848484848485,4.216583642190483,0.001984419071831111,0.00047062248498412813,0.003968838143662222,2.0,0,20,0.981667
2768,0.246969696969697,0.3878787878787879,2.0809254778480337,0.0003593302377554413,0.0001726780903884356,0.0007186604755108826,2.0,0,20,0.981667
3294,0.22424242424242424,0.2606060606060606,3.9307986652687896,0.0009691091449863365,0.0002465425547100791,0.001938218289972673,2.0,0,20,0.981667
4054,0.26212121212121214,0.3898989898989899,2.8788971925460216,0.0005005718192487146,0.00017387624002162505,0.001001143638497429,2.0,0,20,0.981667
2054,0.22929292929292933,0.37373737373737376,4.894750382670448,0.00026360993876812654,5.3855644958202715e-05,0.0005272198775362531,2.0,0,20,0.981667
1827,0.2696969696969697,0.2545454545454546,3.553578513909514,0.0006136251518272696,0.0001726780903884356,0.0012272503036545393,2.0,0,20,0.981667
3464,0.2797979797979798,0.3373737373737374,6.068415418498493,0.0007238555018304238,0.00011928245710138402,0.0014477110036608476,2.0,0,20,0.981667
117,0.23434343434343435,0.3414141414141414,6.801507364823185,0.0031244050768585137,0.00045936950579773974,0.006248810153717027,2.0,0,20,0.981667
2734,0.2545454545454546,0.2363636363636364,3.2982304785680348,0.0006723421056476005,0.00020384933982524645,0.001344684211295201,2.0,0,20,0.981667
1757,0.26717171717171717,0.3797979797979798,1.1459804531273277,0.00018275947957062966,0.00015947870582948208,0.0003655189591412593,2.0,0,20,0.98
2274,0.2873737373737374,0.32525252525252524,6.121886776160573,0.0015896433862948364,0.00025966559729348725,0.0031792867725896727,2.0,0,20,0.98
3734,0.2696969696969697,0.22222222222222224,1.715681815945051,0.0009176244495192067,0.0005348453547686233,0.0018352488990384134,2.0,0,20,0.98
3304,0.19141414141414143,0.3393939393939394,2.8662968157693864,0.0016714251278679957,0.0005831305113526224,0.0033428502557359915,2.0,0,20,0.98
1554,0.2873737373737374,0.22222222222222224,1.4395837942231455,0.0007285194536850767,0.0005060625554472941,0.0014570389073701533,2.0,0,20,0.98
3307,0.19141414141414143,0.3393939393939394,2.8662968157693864,0.0016714251278679957,0.0005831305113526224,0.0033428502557359915,2.0,0,20,0.98
3567,0.2924242424242424,0.301010101010101,1.111327970656862,0.0011036700111781538,0.00099310918137498,0.0022073400223563077,2.0,0,20,0.98
64,0.3,0.27070707070707073,1.192126013368338,0.0008885759144852404,0.0007453707951348026,0.0017771518289704808,2.0,0,20,0.98
1557,0.2873737373737374,0.22222222222222224,1.4395837942231455,0.0007285194536850767,0.0005060625554472941,0.0014570389073701533,2.0,0,20,0.98
854,0.2747474747474748,0.3676767676767677,3.862431763878541,0.0006646554278356228,0.000172082115223751,0.0013293108556712457,2.0,0,20,0.98
514,0.22676767676767678,0.35555555555555557,7.044418233446467,0.0004968136056721794,7.052585312344727e-05,0.0009936272113443589,2.0,0,20,0.98
2927,0.28232323232323236,0.21616161616161617,3.8964652728011764,0.0009474508632823493,0.0002431565013285041,0.0018949017265646986,2.0,0,20,0.98
874,0.23434343434343435,0.35353535353535354,4.329030937477739,0.0003074270239257161,7.10152060278033e-05,0.0006148540478514322,2.0,0,20,0.98
644,0.2090909090909091,0.23232323232323232,1.6932526476922447,0.00096711589266108,0.0005711586478126429,0.00193423178532216,2.0,0,20,0.98
2404,0.2090909090909091,0.3919191919191919,2.828825617470323,0.0002878151720005096,0.0001017436954130415,0.0005756303440010192,2.0,0,20,0.978333
3460,0.2797979797979798,0.3373737373737374,6.068415418498493,0.0007238555018304238,0.00011928245710138402,0.0014477110036608476,2.0,0,20,0.978333
4797,0.2924242424242424,0.3939393939393939,1.5784900318149186,0.0001503906452383842,9.5275004724273e-05,0.0003007812904767684,2.0,0,20,0.978333
