id			last val		val acc		test acc
0.8_0.1_1.59e+00_1.59e-02_2.0			0.129605		0.735000		0.758333
0.8_0.1_2.00e+00_2.00e-02_2.0			0.129909		0.735000		0.766667
0.8_0.1_2.00e+00_6.32e-04_2.0			0.099995		0.760000		0.770000
0.8_0.1_2.00e+00_9.01e-03_2.0			0.102601		0.801667		0.791667
0.8_0.1_2.00e+00_1.18e-02_2.0			0.104225		0.775000		0.790000
0.8_0.1_2.00e+00_8.25e-04_2.0			0.095127		0.770000		0.773333
0.8_0.1_1.59e+00_9.34e-03_2.0			0.104851		0.778333		0.790000
0.8_0.1_2.00e+00_4.06e-03_2.0			0.109271		0.755000		0.775000
0.8_0.1_1.59e+00_5.49e-03_2.0			0.106750		0.781667		0.785000
0.8_0.1_1.59e+00_1.22e-02_2.0			0.105153		0.775000		0.793333
0.8_0.1_1.59e+00_7.16e-03_2.0			0.105335		0.798333		0.788333
0.8_0.1_2.00e+00_1.83e-03_2.0			0.105329		0.781667		0.795000
0.8_0.1_2.00e+00_5.30e-03_2.0			0.103577		0.773333		0.785000
0.8_0.1_1.00e+00_9.17e-04_2.0			0.105743		0.778333		0.793333
0.8_0.1_2.00e+00_1.53e-02_2.0			0.106538		0.765000		0.790000
0.8_0.1_2.00e+00_6.91e-03_2.0			0.108406		0.780000		0.775000
0.8_0.1_1.59e+00_6.55e-04_2.0			0.105521		0.740000		0.745000
0.8_0.1_3.17e-01_6.43e-04_2.0			0.098244		0.780000		0.791667
0.8_0.1_2.51e-01_3.91e-04_2.0			0.100090		0.808333		0.811667
0.8_0.1_1.00e+00_7.03e-04_2.0			0.106994		0.766667		0.790000
0.8_0.1_5.02e-01_3.52e-04_2.0			0.097404		0.781667		0.798333
0.8_0.1_7.96e-01_4.68e-03_2.0			0.104270		0.801667		0.806667
0.8_0.1_2.00e+00_3.11e-03_2.0			0.112152		0.771667		0.775000
0.8_0.1_1.26e+00_1.51e-03_2.0			0.107280		0.775000		0.785000
0.8_0.1_7.96e-01_6.10e-03_2.0			0.097170		0.806667		0.808333
0.8_0.1_3.99e-01_4.76e-04_2.0			0.103880		0.803333		0.815000
0.8_0.1_2.00e-01_5.29e-04_2.0			0.101024		0.741667		0.780000
0.8_0.1_2.00e-01_1.53e-03_2.0			0.102410		0.745000		0.776667
0.8_0.1_5.02e-01_2.26e-03_2.0			0.107752		0.765000		0.793333
0.8_0.1_1.00e+00_3.46e-03_2.0			0.116354		0.808333		0.806667
0.8_0.1_6.32e-01_2.00e-04_2.0			0.094854		0.788333		0.801667
0.8_0.1_5.02e-01_2.70e-04_2.0			0.097652		0.816667		0.826667
0.8_0.1_7.96e-01_9.50e-04_2.0			0.101200		0.780000		0.810000
0.8_0.1_1.00e-01_7.02e-05_2.0			0.101668		0.743333		0.761667
0.8_0.1_2.51e-01_5.11e-04_2.0			0.099405		0.788333		0.808333
0.8_0.1_5.02e-01_5.99e-04_2.0			0.104336		0.775000		0.793333
0.8_0.1_1.26e+00_1.26e-02_2.0			0.103478		0.781667		0.791667
0.8_0.1_3.99e-01_1.26e-04_2.0			0.099043		0.783333		0.786667
0.8_0.1_1.26e+00_3.34e-03_2.0			0.110203		0.805000		0.801667
0.8_0.1_5.02e-01_2.70e-04_2.0			0.097652		0.816667		0.826667
0.8_0.1_2.00e-01_3.11e-04_2.0			0.099934		0.743333		0.765000
0.8_0.1_1.59e+00_1.90e-03_2.0			0.102869		0.798333		0.813333
0.8_0.1_1.00e+00_7.03e-04_2.0			0.106994		0.766667		0.790000
0.8_0.1_6.32e-01_2.00e-04_2.0			0.094854		0.788333		0.801667
0.8_0.1_2.00e+00_1.40e-03_2.0			0.102059		0.795000		0.796667
0.8_0.1_3.17e-01_2.43e-03_2.0			0.101640		0.796667		0.816667
0.8_0.1_1.00e+00_1.20e-03_2.0			0.109492		0.758333		0.776667
0.8_0.1_2.00e+00_1.53e-02_2.0			0.106538		0.765000		0.790000
0.8_0.1_1.59e-01_1.59e-03_2.0			0.102082		0.745000		0.775000
0.8_0.1_7.96e-01_3.28e-04_2.0			0.096610		0.806667		0.816667
0.8_0.1_5.02e-01_1.73e-03_2.0			0.108064		0.790000		0.805000
0.8_0.1_2.51e-01_3.00e-04_2.0			0.101864		0.781667		0.788333
0.8_0.1_7.96e-01_7.28e-04_2.0			0.105473		0.765000		0.793333
0.8_0.1_3.17e-01_3.17e-03_2.0			0.104756		0.760000		0.790000
0.8_0.1_5.02e-01_4.59e-04_2.0			0.101168		0.805000		0.816667
0.8_0.1_3.99e-01_1.06e-03_2.0			0.103883		0.795000		0.810000
0.8_0.1_3.99e-01_3.99e-03_2.0			0.103595		0.786667		0.795000
