run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,test accuracy
3006,0.8515151515151514,0.6737373737373737,2.821085249363766,0.0001221948342933379,4.331483223376403e-05,0.0002443896685866758,2.0,0.84
3229,0.8676767676767676,0.5767676767676768,2.569751540043427,0.00013019545980245406,5.066461008921269e-05,0.0002603909196049081,2.0,0.835
705,0.8919191919191919,0.7787878787878788,3.7557191384365836,0.0002802631378600824,7.462302891391108e-05,0.0005605262757201648,2.0,0.833333
2994,0.8919191919191919,0.6494949494949495,3.6406987850515415,0.00022593189327190557,6.2057288067765e-05,0.00045186378654381114,2.0,0.831667
1690,0.8919191919191919,0.5202020202020202,1.7257748980164413,0.00019500116266745992,0.00011299339380332217,0.00039000232533491984,2.0,0.826667
3025,0.8757575757575757,0.794949494949495,2.14556984330891,8.436013207297095e-05,3.93182875570577e-05,0.0001687202641459419,2.0,0.826667
2902,0.8757575757575757,0.5525252525252525,3.002153727890816,0.0002756740520558261,9.182542835656282e-05,0.0005513481041116522,2.0,0.825
915,0.8838383838383839,0.6171717171717171,2.569751540043427,0.0006357473058266043,0.0002473964100886814,0.0012714946116532085,2.0,0.823333
2134,0.8757575757575757,0.23737373737373738,2.4449937967056257,0.0008746439877001917,0.0003577285099367873,0.0017492879754003835,2.0,0.821667
142,0.8838383838383839,0.7383838383838384,1.5917043968355646,0.0006272750468526657,0.0003940901640403448,0.0012545500937053314,2.0,0.821667
365,0.7707070707070707,0.23737373737373738,3.295778391840987,0.0017047932445183214,0.0005172657387216019,0.003409586489036643,2.0,0.818333
1612,0.8272727272727273,0.35050505050505054,1.6833617743803622,0.001343010360311397,0.0007978144572076629,0.002686020720622794,2.0,0.818333
1386,0.8353535353535353,0.6898989898989899,2.910211607095818,0.001168229508954835,0.0004014242490499322,0.00233645901790967,2.0,0.818333
352,0.803030303030303,0.5121212121212121,0.903670891828383,0.00029074871296065434,0.00032174181506763714,0.0005814974259213087,2.0,0.816667
81,0.8838383838383839,0.16464646464646465,2.856403479896609,0.0005285509049845744,0.0001850407019542302,0.0010571018099691488,2.0,0.816667
1553,0.9,0.7383838383838384,0.9797877949486283,0.00018213830660452748,0.00018589566796356884,0.00036427661320905495,2.0,0.816667
2814,0.7626262626262627,0.8838383838383839,0.9264393221472617,0.0001252991460807075,0.00013524808704178755,0.000250598292161415,2.0,0.816667
2532,0.6979797979797979,0.35050505050505054,3.529200974541824,0.001992636779940746,0.0005646141419303667,0.003985273559881492,2.0,0.815
2872,0.7383838383838384,0.2777777777777778,1.7365441104085706,0.0008941235445810657,0.0005148867450137492,0.0017882470891621314,2.0,0.815
1617,0.7545454545454545,0.22121212121212122,1.3289662055246294,0.0009405108004848245,0.000707701066118189,0.001881021600969649,2.0,0.815
2443,0.6818181818181818,0.6252525252525253,2.003661105947979,0.0008819986321506935,0.00044019351852088743,0.001763997264301387,2.0,0.815
2065,0.8515151515151514,0.3909090909090909,1.477210397570729,0.0004774763500470815,0.0003232283978181381,0.000954952700094163,2.0,0.815
3007,0.8595959595959596,0.609090909090909,2.569751540043427,0.0009320746459318585,0.0003627100252330648,0.001864149291863717,2.0,0.813333
1481,0.7868686868686868,0.4232323232323232,2.0928397223999218,0.0008059749709679438,0.00038511070023255687,0.0016119499419358877,2.0,0.813333
2301,0.8676767676767676,0.38282828282828285,3.9473576795867773,0.0007337966925379071,0.00018589566796356884,0.0014675933850758142,2.0,0.813333
807,0.9,0.35858585858585856,1.8595343612788886,0.0014102109667809115,0.0007583677914997191,0.002820421933561823,2.0,0.813333
2200,0.7545454545454545,0.7787878787878788,2.2271665047690083,0.0007366686801180131,0.00033076497807442423,0.0014733373602360262,2.0,0.813333
2188,0.8111111111111111,0.7464646464646464,1.4409060641952225,0.00022689914863035818,0.00015746977146430867,0.00045379829726071636,2.0,0.813333
1178,0.803030303030303,0.24545454545454545,1.9063862394495747,0.0005268079691254735,0.000276338529005317,0.001053615938250947,2.0,0.813333
133,0.9,0.398989898989899,1.1734930013287324,0.0005118234070666387,0.0004361537789208006,0.0010236468141332773,2.0,0.813333
2112,0.7787878787878788,0.407070707070707,3.2753395574420296,0.0007355423478859697,0.0002245697995539774,0.0014710846957719393,2.0,0.811667
3008,0.7141414141414141,0.7303030303030302,1.6625477123487993,0.00017856862261357744,0.00010740661533334334,0.0003571372452271549,2.0,0.811667
2916,0.7707070707070707,0.6898989898989899,1.029782242546987,0.00011370732472021835,0.00011041880508541602,0.0002274146494404367,2.0,0.811667
1564,0.6737373737373737,0.803030303030303,1.4864285131764112,7.922655176828158e-05,5.329994080844093e-05,0.00015845310353656316,2.0,0.811667
