run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,test accuracy
545,0.19393939393939397,0.301010101010101,4.208627558252696,0.00015657090620617585,3.720236681413066e-05,0.0003131418124123517,2.0,0.97
566,0.1984848484848485,0.2828282828282829,1.7713006233187534,0.000152660862209495,8.618574407966152e-05,0.00030532172441899,2.0,0.968333
240,0.14545454545454548,0.3919191919191919,1.9765647884849762,0.00020110300580375822,0.0001017436954130415,0.00040220601160751644,2.0,0.966667
366,0.15909090909090912,0.28080808080808084,1.8348404741782458,0.00030082437719878836,0.00016395124340905766,0.0006016487543975767,2.0,0.966667
205,0.1575757575757576,0.37373737373737376,3.224741366714952,0.00017367052612782984,5.3855644958202715e-05,0.0003473410522556597,2.0,0.966667
487,0.18181818181818182,0.38383838383838387,1.778250527230341,0.00019187835174103713,0.00010790287915161836,0.00038375670348207426,2.0,0.965
350,0.16666666666666669,0.37373737373737376,2.7464227699029085,8.928518505074798e-05,3.25096288995246e-05,0.00017857037010149597,2.0,0.965
323,0.19242424242424244,0.26262626262626265,1.6572227019724772,0.0003545775250477988,0.00021395888713434216,0.0007091550500955976,2.0,0.965
353,0.15000000000000002,0.29898989898989903,2.9240050736342695,0.00014899967772480943,5.0957393702336e-05,0.00029799935544961887,2.0,0.965
485,0.15151515151515155,0.20404040404040405,2.214269632285301,0.00046403616106916693,0.0002095662399480433,0.0009280723221383339,2.0,0.965
25,0.15454545454545457,0.35151515151515156,2.7249971331411493,0.00027249971331411496,0.0001,0.0005449994266282299,2.0,0.965
218,0.18181818181818182,0.3878787878787879,2.63063148453626,0.00014514489160334068,5.517492376129129e-05,0.00029028978320668137,2.0,0.965
313,0.14090909090909093,0.2181818181818182,1.43931791052625,0.0010691228226230925,0.0007427982482564919,0.002138245645246185,2.0,0.963333
71,0.16212121212121214,0.3717171717171717,3.1622160262239194,0.0001239038007174755,3.9182585784764396e-05,0.000247807601434951,2.0,0.963333
399,0.16969696969696973,0.25656565656565655,2.480561240908774,0.0005381288672372595,0.0002169383518385184,0.001076257734474519,2.0,0.963333
276,0.1681818181818182,0.3878787878787879,1.502671699109242,0.00025947847948292976,0.0001726780903884356,0.0005189569589658595,2.0,0.963333
182,0.18181818181818182,0.2545454545454546,2.4229582421132294,0.0004183918023390332,0.0001726780903884356,0.0008367836046780664,2.0,0.963333
514,0.13484848484848488,0.21010101010101012,4.208627558252696,0.0003019926342935897,7.175560918936922e-05,0.0006039852685871794,2.0,0.963333
230,0.2,0.2787878787878788,2.442009059654673,0.0002625903743625776,0.00010753046690158914,0.0005251807487251552,2.0,0.963333
405,0.1772727272727273,0.3898989898989899,2.007768965916211,0.000349103318625617,0.00017387624002162505,0.000698206637251234,2.0,0.961667
145,0.1954545454545455,0.2545454545454546,3.1009030056553066,0.00048773607462437824,0.00015728840074483597,0.0009754721492487565,2.0,0.961667
441,0.18333333333333335,0.3171717171717172,1.0078495314845166,0.00038813363879905654,0.00038511070023255687,0.0007762672775981131,2.0,0.961667
77,0.1393939393939394,0.39595959595959596,3.137546666254084,0.00013590230747440127,4.331483223376403e-05,0.00027180461494880255,2.0,0.961667
122,0.18484848484848487,0.4,1.683385401792227,0.0002731453219284119,0.00016225952870780867,0.0005462906438568238,2.0,0.961667
355,0.1803030303030303,0.2727272727272727,2.2936996061394863,0.001674556877996618,0.0007300680845540431,0.003349113755993236,2.0,0.961667
176,0.18787878787878792,0.29898989898989903,3.174623348414526,0.00033784635138064473,0.00010642092440647244,0.0006756927027612895,2.0,0.961667
135,0.14393939393939395,0.2727272727272727,1.5504917955639048,0.000370550881622041,0.00023898925662310503,0.000741101763244082,2.0,0.96
226,0.1772727272727273,0.2888888888888889,3.3143592712257335,0.0003018971706788279,9.108764197647733e-05,0.0006037943413576558,2.0,0.96
8,0.1484848484848485,0.38181818181818183,1.8276694008152075,0.0002729429084495307,0.00014933932161242518,0.0005458858168990614,2.0,0.96
292,0.1893939393939394,0.21616161616161617,2.63063148453626,0.0006396551480644458,0.0002431565013285041,0.0012793102961288917,2.0,0.96
85,0.18484848484848487,0.3676767676767677,2.6101091690139073,0.00044915310676882017,0.000172082115223751,0.0008983062135376403,2.0,0.958333
155,0.19242424242424244,0.22222222222222224,1.081453300511785,0.0005472830208539044,0.0005060625554472941,0.0010945660417078088,2.0,0.958333
341,0.1393939393939394,0.4,2.2316796090727813,0.00040030000823321047,0.00017937162960391398,0.0008006000164664209,2.0,0.958333
