ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,tau_0,tau_w,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy
,,,,,,,,,,,mean,std,sem,min,max,size
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.322033898305083,3,30,0.9569999999999999,0.01360392554457069,0.004301938984018984,0.933333,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.83050847457627,3,30,0.9595001,0.013563844919081351,0.004289264377359933,0.931667,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.338983050847457,3,30,0.9626667,0.011894533450754193,0.0037613817409445486,0.936667,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,3,30,0.9641667999999999,0.009337743669883191,0.002952853820365031,0.95,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,3,30,0.9644999000000001,0.012398840550184058,0.003920857648383686,0.94,0.983333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,3,30,0.9650000000000002,0.011732533646991101,0.0037101529049053798,0.943333,0.983333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,3,30,0.9668333,0.00998301088015695,0.003156905228753819,0.951667,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,3,30,0.9658334000000002,0.010281578880048846,0.003251320720363749,0.945,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,3,30,0.9676668000000002,0.008861218047700242,0.0028021631874123334,0.951667,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,3,30,0.9685,0.0103771294146738,0.0032815364524699125,0.946667,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,3,30,0.9665000000000001,0.009076104842448094,0.0028701163584619652,0.951667,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,3,30,0.9663334000000001,0.010387447319829064,0.0032847992605671353,0.945,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,3,30,0.967,0.007649715564792116,0.0024190524637184444,0.955,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,3,30,0.967,0.011779931673071037,0.003725141476806246,0.945,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,3,30,0.9675,0.01111797010849253,0.003515810850050574,0.945,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,3,30,0.9673334,0.01202365056600256,0.003802212157854078,0.945,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.9663335,0.011648234117476975,0.003683495053010857,0.945,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,3,30,0.9668334999999999,0.012106953926933398,0.0038285549935829317,0.943333,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,3,30,0.9661667000000002,0.013632112146203421,0.004310852370084909,0.935,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,3,30,0.9673332,0.01003688014607454,0.0031739401863719054,0.946667,0.983333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,29.491525423728813,3,30,0.9680001,0.011488188247548511,0.003632884105103158,0.943333,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,3,30,0.9685,0.0131572587148269,0.004160690530295282,0.941667,0.983333,10
