ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,tau_0,tau_w,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy
,,,,,,,,,,,mean,std,sem,min,max,size
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,83.0,0.6449999,0.060010269697870135,0.018976913524625414,0.553333,0.723333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,84.0,0.6418335000000001,0.060141024083676296,0.0190182616919458,0.56,0.721667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,85.0,0.6449999,0.06049700125249552,0.019130831556794504,0.558333,0.71,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,86.0,0.6403335,0.06063862905268301,0.019175618199653674,0.561667,0.716667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,87.0,0.6481667,0.062303756203957866,0.019702177638835302,0.563333,0.721667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,88.0,0.6428333,0.06240578548330983,0.01973444212991308,0.55,0.72,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,89.0,0.6500001,0.06510209266383925,0.020587089326107057,0.555,0.723333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,90.0,0.6516667,0.06653685324364736,0.0210408004590288,0.56,0.726667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,91.0,0.6466666666666666,0.06281593481553864,0.02093864493851288,0.566667,0.736667,9
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,92.0,0.6473332999999999,0.05992890170313859,0.01895118270542619,0.558333,0.721667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,93.0,0.6444444444444444,0.0665884520358281,0.022196150678609364,0.563333,0.735,9
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,94.0,0.6385186666666667,0.06433661884766721,0.021445539615889072,0.561667,0.73,9
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,95.0,0.6466666666666666,0.06810928310076382,0.022703094366921275,0.555,0.728333,9
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,96.0,0.6429998,0.06299524065938102,0.019920844223409135,0.558333,0.728333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,97.0,0.64770825,0.05810463024271699,0.020543089031481065,0.573333,0.735,8
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,98.0,0.6478334,0.06751805666173877,0.021351084223939932,0.563333,0.735,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,99.0,0.6147619999999999,0.05199211326089114,0.019651171689288774,0.565,0.716667,7
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,3,100.0,0.6548149999999999,0.06911858848927686,0.023039529496425622,0.566667,0.726667,9
