run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,tau_0,test accuracy
416,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.355
496,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.355
396,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.355
415,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.35
455,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.35
345,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.35
335,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.35
475,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.35
445,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.35
295,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.35
405,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.35
195,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.0,0.35
375,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.35
255,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.35
460,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.35
325,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.35
315,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.35
425,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.35
465,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.35
441,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.35
435,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.35
265,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.35
235,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.35
225,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.5,0.35
485,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.35
215,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.35
275,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.35
385,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.35
495,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.35
365,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.35
175,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.0,0.35
395,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.35
285,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.35
245,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.35
355,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.35
305,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.35
205,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.35
410,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.348333
152,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.0,0.346667
300,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.345
154,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.0,0.341667
331,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.34
430,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.336667
193,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.0,0.335
361,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.335
320,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.333333
274,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.333333
162,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.5,0.333333
314,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.331667
424,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.331667
234,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.331667
450,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.331667
204,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.331667
494,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.331667
354,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.331667
254,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.331667
384,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.331667
194,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.0,0.331667
244,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.331667
440,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.331667
344,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.331667
484,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.331667
480,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.331667
364,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.331667
324,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.331667
380,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.331667
374,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.331667
434,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.331667
404,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.331667
224,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.5,0.331667
490,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.331667
414,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.331667
470,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.331667
214,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.331667
284,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.331667
304,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.331667
174,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.0,0.331667
184,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.5,0.331667
294,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.331667
330,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.331667
264,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.331667
400,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.331667
390,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.331667
394,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.331667
444,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.331667
164,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.5,0.331667
474,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.331667
360,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.331667
420,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.331667
464,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.331667
334,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.331667
462,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.331667
454,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.331667
262,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.33
322,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.33
452,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.33
332,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.33
482,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.33
303,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.33
342,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.33
242,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.33
412,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.33
252,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.33
312,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.33
422,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.33
372,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.33
302,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.33
172,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.0,0.33
392,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.33
232,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.33
192,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.0,0.33
362,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.33
382,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.33
442,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.33
272,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.33
222,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.5,0.33
282,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.33
202,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.33
352,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.33
492,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.33
212,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.33
292,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.33
472,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.33
432,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.33
402,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.33
182,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.5,0.33
483,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.328333
208,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.328333
338,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.328333
473,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.328333
228,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.5,0.328333
168,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.5,0.328333
463,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.328333
448,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.328333
373,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.328333
438,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.328333
238,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.328333
313,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.328333
283,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.328333
408,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.328333
498,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.328333
178,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.0,0.328333
423,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.328333
453,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.328333
378,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.328333
368,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.328333
443,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.328333
488,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.328333
158,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.0,0.328333
258,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.328333
328,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.328333
333,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.328333
433,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.328333
428,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.328333
493,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.328333
403,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.328333
478,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.328333
323,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.328333
383,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.328333
188,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.5,0.328333
273,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.328333
263,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.328333
218,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.328333
293,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.328333
318,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.328333
288,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.328333
348,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.328333
458,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.328333
278,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.328333
388,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.328333
358,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.328333
418,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.328333
298,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.328333
353,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.328333
243,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.328333
308,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.328333
468,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.328333
393,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.328333
413,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.328333
343,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.328333
398,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.328333
268,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.328333
198,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.0,0.328333
363,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.328333
148,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.5,0.328333
248,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.328333
391,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.326667
401,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.325
301,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.321667
411,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.316667
381,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.315
321,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.315
431,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.315
421,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.315
371,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.315
451,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.315
311,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.315
351,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.315
461,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.315
