run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,tau_0,test accuracy
117,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,6.0,0.455
310,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.453333
249,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.453333
481,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.451667
491,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.451667
133,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.0,0.45
219,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.448333
209,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.446667
340,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.441667
239,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.44
128,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,6.5,0.44
142,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.5,0.438333
236,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.433333
370,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.43
134,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.0,0.43
157,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.0,0.428333
127,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,6.5,0.421667
144,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.5,0.42
145,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.5,0.42
240,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.418333
147,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.5,0.418333
187,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.5,0.418333
271,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.416667
153,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.0,0.411667
227,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.5,0.411667
346,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.408333
206,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.403333
163,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.5,0.4
124,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,6.5,0.398333
233,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.393333
138,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,7.0,0.386667
226,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.5,0.381667
291,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.38
165,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.5,0.38
350,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.376667
173,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.0,0.376667
155,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,8.0,0.373333
230,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.371667
216,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.37
183,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.5,0.368333
223,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.5,0.366667
376,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.366667
259,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.365
203,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.365
309,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.363333
279,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.363333
409,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.363333
399,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.363333
419,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.363333
299,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.363333
339,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.363333
479,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.363333
289,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.363333
429,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.363333
449,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.363333
459,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.363333
439,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.363333
359,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.363333
489,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.363333
379,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.363333
499,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.363333
269,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.363333
369,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.363333
389,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.363333
329,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.363333
319,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.363333
213,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.363333
349,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.363333
469,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.363333
253,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.361667
185,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,9.5,0.358333
197,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.0,0.356667
417,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.0,0.356667
367,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.356667
407,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.356667
207,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,10.5,0.356667
257,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.356667
347,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.5,0.356667
317,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.356667
307,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.356667
447,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.356667
277,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.356667
487,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.356667
247,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.356667
297,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.356667
217,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,11.0,0.356667
337,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.356667
467,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.356667
377,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.0,0.356667
387,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.356667
437,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.356667
357,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.356667
427,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.356667
267,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.356667
237,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.0,0.356667
477,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.356667
497,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,25.0,0.356667
397,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.0,0.356667
287,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.356667
327,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.356667
457,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.356667
316,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.0,0.355
386,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,19.5,0.355
326,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,16.5,0.355
286,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.5,0.355
446,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.5,0.355
406,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,20.5,0.355
306,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.5,0.355
296,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,15.0,0.355
276,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,14.0,0.355
356,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.0,0.355
456,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.0,0.355
266,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.5,0.355
486,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.5,0.355
466,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,23.5,0.355
476,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,24.0,0.355
336,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,17.0,0.355
246,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,12.5,0.355
256,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,13.0,0.355
436,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,22.0,0.355
426,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,21.5,0.355
366,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,0,18.5,0.355
