run_id,ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,tau_0,tau_w,test accuracy
447,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,3,30,0.981667
434,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,3,30,0.981667
474,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,3,30,0.981667
464,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,3,30,0.98
424,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,3,30,0.98
537,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,3,30,0.98
487,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,3,30,0.98
527,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,3,30,0.98
497,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,3,30,0.98
494,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,3,30,0.98
457,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,3,30,0.978333
570,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,3,30,0.978333
547,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.978333
427,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,3,30,0.978333
467,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,3,30,0.978333
454,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,3,30,0.978333
517,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,3,30,0.978333
437,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,3,30,0.976667
514,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,3,30,0.976667
507,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,3,30,0.976667
504,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,3,30,0.976667
477,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,3,30,0.975
534,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,3,30,0.975
557,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,3,30,0.975
591,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,3,30,0.975
577,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,3,30,0.975
444,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,3,30,0.975
544,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.975
520,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,3,30,0.973333
397,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.83050847457627,3,30,0.973333
491,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,3,30,0.973333
567,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,3,30,0.973333
541,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.973333
581,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,29.491525423728813,3,30,0.973333
521,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,3,30,0.973333
596,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,3,30,0.973333
414,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,3,30,0.973333
540,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.973333
524,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,3,30,0.973333
548,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.973333
484,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,3,30,0.973333
501,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,3,30,0.973333
554,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,3,30,0.973333
597,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,3,30,0.973333
478,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,3,30,0.973333
506,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,3,30,0.971667
417,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,3,30,0.971667
480,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,3,30,0.971667
450,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,3,30,0.971667
571,0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,3,30,0.971667
