ga,gsom,l1,l2,l2_mul,ip1,ip1_mul,l_pi,learning_lag,tau_0,tau_w,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy,test accuracy
,,,,,,,,,,,mean,std,sem,min,max,size
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,18.305084745762713,3,30,0.9345001,0.018987526446181516,0.00600438307026161,0.91,0.961667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,18.813559322033896,3,30,0.9411664999999999,0.017498555497526127,0.0055335291135043445,0.915,0.968333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.322033898305083,3,30,0.9541667,0.01222851101183897,0.0038669947189861396,0.931667,0.966667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,19.83050847457627,3,30,0.9531666,0.014645050572349253,0.004631171625697618,0.928333,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.338983050847457,3,30,0.9543333,0.01204914627727256,0.0038102746096720006,0.931667,0.968333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,20.847457627118644,3,30,0.9568332999999999,0.013389981977002237,0.00423428408759314,0.935,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.35593220338983,3,30,0.9575001000000001,0.016689608286795287,0.005277717544229379,0.931667,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,21.864406779661017,3,30,0.9596667,0.013761676077264536,0.004351824082560725,0.931667,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.3728813559322,3,30,0.9621666999999998,0.010305642112185166,0.003258930182505362,0.948333,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,22.881355932203387,3,30,0.9631668000000001,0.01147844679581886,0.0036298035875849295,0.941667,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.389830508474574,3,30,0.9631666000000001,0.011067931656617553,0.0034999873021992088,0.945,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,23.89830508474576,3,30,0.9638334000000001,0.013030066847274578,0.0041204689301637025,0.941667,0.981667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.406779661016948,3,30,0.9621665999999998,0.01224880745397059,0.003873413017539512,0.943333,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,24.915254237288135,3,30,0.9635000000000001,0.012183017934814014,0.003852608544869306,0.943333,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.423728813559322,3,30,0.9645000999999999,0.011250585174410537,0.0035577474160860007,0.94,0.976667,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,25.93220338983051,3,30,0.9653333999999999,0.012166629125056262,0.003847425948171937,0.94,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.440677966101696,3,30,0.9643333000000002,0.012866655155867096,0.004068793616048881,0.941667,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,26.94915254237288,3,30,0.9650000999999999,0.01143961063294261,0.0036175225145579065,0.943333,0.98,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.457627118644066,3,30,0.9658331,0.011633617211913716,0.0036788727816185088,0.948333,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,27.966101694915253,3,30,0.9631666000000001,0.012896759095042235,0.004078313317482542,0.938333,0.975,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.47457627118644,3,30,0.9638335000000001,0.011968221813990931,0.0037846840474323397,0.941667,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,28.983050847457626,3,30,0.9643332999999998,0.012402775478362401,0.00392210198193096,0.94,0.978333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,29.491525423728813,3,30,0.9628334000000001,0.010185062899494801,0.003220799687448219,0.946667,0.973333,10
0.28,0.34,6.1,0.000732,0.00012,0.001464,2.0,0,30.0,3,30,0.9631665,0.009982914418033385,0.003156874724751979,0.945,0.975,10
